index,timestamp,links,rechts,code,,opmerkingen,,case,first letter name,gender,age,experience
190,0:34:09,Meer bekendheid ook over problemen.,,,,,,Domain theory,T.,Female,21,None
191,0:34:11,,"Ja, empathie!",,,,,Domain theory,R.,Female,23,None
192,0:34:12,[sorteren alle papieren],,,,,,Domain theory,T.,Female,21,None
193,0:34:52,Ok dan hebben we eigenlijk vier dingen die we willen bereiken. Zullen we hkj's doen met alle vier de dingen?,,,,,,Domain theory,T.,Female,21,None
194,0:34:57,,Ja,,,,,Domain theory,R.,Female,23,None
195,0:35:34,,Je triggert heel veel nieuwsgierigheid als je een tipje van de sluier zo een beetje laat zien en dan net niet heel veel. Een trailer.,,,,,Domain theory,R.,Female,23,None
196,0:35:53,Misschien kun je daar dan ook bij doen van wie is dit?,,,,,,Domain theory,T.,Female,21,None
197,0:36:02,,Oh ja dat je bijvoorbeeld eigenschappen geeft,,,,,Domain theory,R.,Female,23,None
198,0:36:03,Of dingen uit zijn of haar leven.,,,,,,Domain theory,T.,Female,21,None
199,0:36:09,,En dan wie denken jullie dat dit is?,,,,,Domain theory,R.,Female,23,None
200,0:36:14,Of misschien hoe die persoon zichzelf ziet,,,,,,Domain theory,T.,Female,21,None
201,0:36:16,"maar dan moet je wel ervoor zorgen, want dan gaan mensen vooral niet zeggen hoe ze zichzelf zien maar hoe ze zouden willen zijn.",,,,,,Domain theory,T.,Female,21,None
202,0:36:39,Een verhaal,,,,,,Domain theory,T.,Female,21,None
203,0:36:41,,Of een raadsel,,,,,Domain theory,R.,Female,23,None
204,0:36:49,,Wanneer ben je echt nieuwsgierig?,,,,,Domain theory,R.,Female,23,None
205,0:36:58,"Wanneer je andere mensen iets ziet doen en het ook zelf wil uitproberen, en dan wil weten wat het is.",,,,,,Domain theory,T.,Female,21,None
206,0:37:05,,"Vooral als je mensen echt een heftig emotionele reactie ziet hebben op iets wat je niet weet. Dus als ze heel hard lachen om iets, dat je je dan afvraagt wat is dit voor verhaal.",,,,,Domain theory,R.,Female,23,None
207,0:37:14,Ja precies waarom lachen ze.,,,,,,Domain theory,T.,Female,21,None
208,0:37:16,,"Ja of huilen wat dan ook, gewoon een extreme emotional outburst. Want van neutraliteit wordt ik niet nieuwsgierig.",,,,,Domain theory,R.,Female,23,None
209,0:37:36,Maar dan is dat van iets wat je niet weet inderdaad.,,,,,,Domain theory,T.,Female,21,None
210,0:37:41,,"Ja het zijn vooral dingen waar je een beetje van ziet, maar niet genoeg. Dat je niet genoeg er van ziet om dat te begrijpen, en dat is heel irritant. Tenminste dat vind ik.",,,,,Domain theory,R.,Female,23,None
211,0:37:59,Ja ook de wat of waarom vraag,,,,,,Domain theory,T.,Female,21,None
212,0:38:20,Is dat niet ook dat 'wat heb ik achter mijn rug',,,,,,Domain theory,T.,Female,21,None
213,0:38:22,,"Oh ja die oefening, 'sorry ik heb iets maar je ziet het niet'",,,,,Domain theory,R.,Female,23,None
214,0:38:26,"Ja precies, gewoon wat verbergen eigenlijk.",,,,,,Domain theory,T.,Female,21,None
215,0:38:34,"Misschien ook wel dat je niet weet waar het vandaan komt, een geluid bijvoorbeeld dat je denkt 'wat is dit voor geluid'.",,,,,,Domain theory,T.,Female,21,None
216,0:38:48,,Ik zie ik zie wat jij niet ziet.,,,,,Domain theory,R.,Female,23,None
217,0:39:04,,"Ok misschien moeten we door naar de volgende, want tijd.",,,,,Domain theory,R.,Female,23,None
218,0:39:05,,,,,,,Domain theory,R.,Female,23,None
219,0:39:06,En dan kijken wat we van die platen kunnen combineren.,,,,,,Domain theory,T.,Female,21,None
220,0:39:13,"Meer empathie, bekendheid maken.",,,,,,Domain theory,T.,Female,21,None
221,0:39:27,"Het ervaren, ik denk dat dat echt wel wat is.",,,,,,Domain theory,T.,Female,21,None
222,0:39:32,,"Juist de vraag stellen, ervaringen delen.",,,,,Domain theory,R.,Female,23,None
223,0:39:38,Misschien ook wel letterlijk ervaren van een VR …,,,,,,Domain theory,T.,Female,21,None
224,0:39:44,,Ja dat kan tegenwoordig dus waarom niet.,,,,,Domain theory,R.,Female,23,None
225,0:39:51,"Of re-enactment, een rollenspel.",,,,,,Domain theory,T.,Female,21,None
226,0:40:03,,Als ik ook iets moet tekenen dan moet je het zeggen.,,,,,Domain theory,R.,Female,23,None
227,0:40:05,Nou je kan erbij haha.,,,,,,Domain theory,T.,Female,21,None
228,0:40:06,,Ja klopt maar dat is dan een andere kleur dus dat stoort me.,,,,,Domain theory,R.,Female,23,None
229,0:40:24,,"Ja ik heb nu echt een wie is het spelletje in mijn hoofd, een wie ben ik. Met van die klapper-dingetjes, maar dan met eigenschappen van je klasgenoten.",,,,,Domain theory,R.,Female,23,None
230,0:40:37,"Ja maar hoe maak je dat dan nog meer, dat is echt zeg maar empathie. Want dat komt dnek ik echt pas als je het zelf ervaart, dat je dat gevoel krijgt, begrijpt wat het is. Het begrijpen.",,,,,,Domain theory,T.,Female,21,None
231,0:40:56,,"Ja echt met echt een verhaal vertellen/lezen, zelfs dan losstaand van de persoon zoals we in het begin zeiden.",,,,,Domain theory,R.,Female,23,None
232,0:41:19,Ja het zou dan ook gewoon een film kunnen zijn.,,,,,,Domain theory,T.,Female,21,None
233,0:41:33,,"En ook gewoon discussieren, weet je net wel als met die contextmapping plaatjes laten zien en dan daarover discussieren dat kan je ook gewoon met kinderen doen en dan kijken of ze daar gemeenschappelijke gedachtes in hebben enzo.",,,,,Domain theory,R.,Female,23,None
234,0:41:49,"Ik denk toch wel dat echt iets fysieks dat dat wel meehelpt, want denk niet dat ze zoveel willen lezen.",,,,,,Domain theory,T.,Female,21,None
235,0:42:01,,Ja voor die kids zeker ja.,,,,,Domain theory,R.,Female,23,None
236,0:42:07,Zullen we even naar de volgende?,,,,,,Domain theory,T.,Female,21,None
237,0:42:13,,Zelfverzekerdheid verhogen,,,,,Domain theory,R.,Female,23,None
238,0:42:28,,Vechtsport sowieso,,,,,Domain theory,R.,Female,23,None
239,0:42:33,Waarom dat dan? Waarom vechtsport.,,,,,,Domain theory,T.,Female,21,None
240,0:42:36,,"Tenminste bij de juiste vechtsporten, van de juiste coach leer je heel veel over wat je zelf kan en respect naar anderen, respect voor jezelf en wij hebben ook op mijn basisschool een project gehad waarbij we dan zelfverdediging kregen toen dat net begon met van die kinderen die ontvoerd werden toen dat wat meer op tv kwam. En toen moesten we aan het eind ook een plankje doorslaan en toen moesten we schreeuwen ik kan het. Ja dat was wel lachen.",,,,,Domain theory,R.,Female,23,None
241,0:43:05,Dus zien dat je het kan.,,,,,,Domain theory,T.,Female,21,None
242,0:43:09,,Ja dingen overwinnen denk ik ook. Doen waarvan je denkt dat je ze niet kan en dan blijkt dat je het wel kan. Er zijn best wel veel dingen waarvan kinderen denken dat ze ze niet kunnen maar dan wel kunnen.,,,,,Domain theory,R.,Female,23,None
243,0:43:24,,Al helemaal tegenwoordig met al die speeltuinen die veel te veilig zijn. Dan denk ik kom op zeg.,,,,,Domain theory,R.,Female,23,None
244,0:43:29,Beetje risico bieden,,,,,,Domain theory,T.,Female,21,None
245,0:43:31,,Ja risico ja.,,,,,Domain theory,R.,Female,23,None
246,0:43:35,,Maar wel in een veilige omgeving. Want als je een risico neemt en je arm breekt dan durf je dat daarna natuurlijk ook niet meer.,,,,,Domain theory,R.,Female,23,None
247,0:43:41,Maar inderdaad wel een beetje dat gevoel van iets van binnenuit bereiken.,,,,,,Domain theory,T.,Female,21,None
248,0:43:49,,Ben ik alsnog niet mee aan het tekenen haha.,,,,,Domain theory,R.,Female,23,None
249,0:43:56,Ja oke,,,,,,Domain theory,T.,Female,21,None
250,0:43:59,,Zelfkennis vooral,,,,,Domain theory,R.,Female,23,None
251,0:44:08,"Ik denk misschien eigenlijk ook wel gewoon kennis van je eigen lichaam enzo. Misschien als je gewoon je hele lichaam afging, weet niet.",,,,,,Domain theory,T.,Female,21,None
252,0:44:23,,"Jaa, ik heb vorig jaar een danscursus gevolgd waar je heel erg bezig was met wat je zelf kan en wat jouw manier van bewegen is enzo. Daar heb ik ook wel heel veel over mezelf geleerd, en over mijn persoonlijkheid. Super interessant. Amenity heette dat, maar daar heb je misschien nu niet zoveel aan.",,,,,Domain theory,R.,Female,23,None
253,0:44:42,,"Ze zijn nu ook bezig met psychologen, met die methode om daar ook iets voor te ontwikkelen.",,,,,Domain theory,R.,Female,23,None
254,0:44:50,Hoe laat je ze eigenlijk meer over zichzelf nadenken? Dat het niet inderdaad een geintje wordt of wat ze willen zijn maar wat ze nu zijn.,,,,,,Domain theory,T.,Female,21,None
255,0:44:59,,"Ik denk dat dat ook een kwestie is van heel veel dingen uitproberen en daar bewust mee bezig zijn. Bewust achteraf vragen stellen wat vond je hiervan, hoe heb je dit ervaren. Reflectie",,,,,Domain theory,R.,Female,23,None
256,0:45:11,Maar dan op een kindvriendelijke manier. Op een leuke manier ofzo.,,,,,,Domain theory,T.,Female,21,None
257,0:45:15,,"In plaats van dat ze gewoon een beetje hersenloos achter de juf aanlopen. En erover nadenken wat ze doen, en hoe ze het doen.",,,,,Domain theory,R.,Female,23,None
258,0:45:25,"Ja, misschien ook wel gewoon jezelf zien. Zeg maar als je jezelf terug ziet als je bijvoorbeeld toneelspeelt enzo dan zie je echt van 'oh dat was niet zo goed'",,,,,,Domain theory,T.,Female,21,None
259,0:45:38,,Ja of dat je een filmpje ziet van jezelf terwijl je een kind pest ofzo. Voor de pester dan.,,,,,Domain theory,R.,Female,23,None
260,0:45:43,"Ja precies, jezelf terugzien.",,,,,,Domain theory,T.,Female,21,None
261,0:45:44,,Dat je denkt oh dit is naar.,,,,,Domain theory,R.,Female,23,None
262,0:45:47,,En je leert ook heel veel van jezelf terugzien.,,,,,Domain theory,R.,Female,23,None
263,0:45:54,"Misschien ook gewoon bijhouden wat je doet, als je je dagboek bijhoudt en dat op een gegeven moment terugleest dan denk oh ja ik zie wel hier—wat ik vroeger was dat ben ik nog steeds wel of ik ben heel erg veranderd.",,,,,,Domain theory,T.,Female,21,None
264,0:46:08,,"Ja bijhouden, je kan prima van die simpele boekjes maken waarin kindvriendelijke zelfontwikkelingsvragen makkelijk bijgehouden kunnen worden.",,,,,Domain theory,R.,Female,23,None
265,0:46:25,,Ik zit wel een beetje nu in mijn hoofd met hoe gaan we nu dit alles met elkaar combineren.,,,,,Domain theory,R.,Female,23,None
266,0:46:30,"Ja daar gaan we nu heen haha, wordt leuk.",,,,,,Domain theory,T.,Female,21,None
267,0:46:43,,Ja…,,,,,Domain theory,R.,Female,23,None
268,0:46:49,,"Maar dit [wijst naar HKJ zelfverzekerdheid verhogen] is een beetje iets algemeens maar weet niet zo goed hoe dat te verwerken is in de rest tegen pesten, ik denk dat dit een losstaand iets is.",,,,,Domain theory,R.,Female,23,None
269,0:47:02,"Ik denk dat het wel te combineren valt, iets overwinnen, dat je iets overwint.",,,,,,Domain theory,T.,Female,21,None
270,0:47:12,"Misschien dat het een soort, waarschijnlijk wordt het wel iets wat een proces is en niet iets wat eenmalig is. Niet een eenmalige interventie of ziets.",,,,,,Domain theory,T.,Female,21,None
271,0:47:21,,"Ja je moet niet iets hebben waarbij hetzelfde kind altijd wint want dan, je wilt dat iedereen wint.",,,,,Domain theory,R.,Female,23,None
272,0:47:35,,Ik vind dit sowieso wel interessant [wijst naar het ervaren van pesten door spel],,,,,Domain theory,R.,Female,23,None
273,0:47:42,"Misschien dat mensen de opdracht krijgen om iets uit te beelden ofzo, dat ze moeten kijken wat die situatie is bij wie dat past. Iets fysieks van dat ervaren of laten zien.",,,,,,Domain theory,T.,Female,21,None
274,0:48:08,,"Ja een soort toneelspel, dat je die kids een soort van half script geeft, dit moeten jullie uitbeelden. En dan de reactie van de rest van de kids peilen. En dan wiens verhaal was dit. En dan niet dat ze natuurlijk hun vinger moeten opsteken want dat is niet heel fijn.",,,,,Domain theory,R.,Female,23,None
275,0:48:28,Ja lastig. Dat is misschien ook wel niet echt goed want dan point je het wel echt op een persoon.,,,,,,Domain theory,T.,Female,21,None
276,0:48:33,,Maar ja als iedereen aan de beurt komt dan is het weer anders.,,,,,Domain theory,R.,Female,23,None
277,0:48:45,"Misschien als je per dag in de klas eigenlijk een thema hebt van iemand uit de klas. Dat je telkens sneak peaks door de dag heen. Soort van kleine clues en dat je dan aan het eind van de dag gaat kijken wie het was en dan met die persoon en met iedereen gaat reflecteren, misschien iets over die persoon en wat andere mensen van die persoon vinden.",,,,,,Domain theory,T.,Female,21,None
278,0:49:19,Dat iedereen aan de beurt komt op zijn eigen dag en dat je dan echt ook wel die nieuwsgierigheid hebt van soort van die clues.,,,,,,Domain theory,T.,Female,21,None
279,0:49:23,,"En misschien niet op één persoon gericht, maar in groepjes ervaringen..",,,,,Domain theory,R.,Female,23,None
280,0:49:32,Of misschien gewoon bepaalde ervaringen en wat iedereen ziet dat iedereen dat wel eens heeft gehad. En dat je dan gaat vertellen achteraf wanneer heb jij dat dan ervaren.,,,,,,Domain theory,T.,Female,21,None
281,0:49:42,,"Er zijn best wel wat universele ervaringen, zoals een opa die is overleden ofzo, er zijn sowieso vijf kinderen in zo'n klas die dat wel eens hebben meegemaakt op de basisschoolleeftijd.",,,,,Domain theory,R.,Female,23,None
282,0:49:54,"Maar misschien ook gewoon gevoel van, dat dan in het thema van het gevoel bijvoorbeeld schaamte staat.",,,,,,Domain theory,T.,Female,21,None
283,0:50:00,"Dat je wel anoniem blijft want dat is denk ik wel echt belangrijk, anonimiteit, want dan heb je niet die groepsverdeling want je weet niet wie wat stuurt zeg maar.",,,,,,Domain theory,T.,Female,21,None
284,0:50:19,,Even teruglezen in de opdracht…,,,,,Domain theory,R.,Female,23,None
285,0:50:25,,"Want daar stond iets in over wat niet werkte, en ik wil niet dat we naar iets toe gaan wat niet werkte. Dat ben ik al weer vergeten",,,,,Domain theory,R.,Female,23,None
286,0:50:38,,Ja die anti-pestprogramma's. Ja je moet dit niet vormen als dit is een anti-pestprogramma,,,,,Domain theory,R.,Female,23,None
287,0:50:46,Nee precies.,,,,,,Domain theory,T.,Female,21,None
288,0:50:47,,"Denk dat je dat helemaal weg moet laten. Er staat ook is een programma wel …, maar definieer programma. Wat is een programma?",,,,,Domain theory,R.,Female,23,None
289,0:51:01,"Ik zit nu een beetje te denken, want ze hebben nu toch bijna allemaal wel telefoons.",,,,,,Domain theory,T.,Female,21,None
290,0:51:07,,Je komt al heel snel op apps enzo.,,,,,Domain theory,R.,Female,23,None
291,0:51:08,Maar dat is wel minder.,,,,,,Domain theory,T.,Female,21,None
292,0:51:11,,"Ik hou niet van apps, want dat is zo standaard. Maar bij kids die constant met hun telefoon in hun handen zitten is het misschien wel de makkelijkste manier om zichzelf te laten uiten als ze het kunnen typen ofzo.",,,,,Domain theory,R.,Female,23,None
293,0:51:25,Ik zit nu wel te denken als je dan zo'n per dag zo'n soort thema of ervaring …,,,,,,Domain theory,T.,Female,21,None
294,0:51:36,,"Dat er iedere dag een opdracht komt. Misschien kan je dan wel een soort klassenquiz doen, 'Wie heeft wel eens … meegemaakt' en dan kan je anoniem aanklikken en dan zie net zoals Kahoot dat je inbeeld ziet dat acht van de tien kinderen zeiden ja. En dan wie waren dit dan? Want dan weet je dat er acht waren en dan durf je wel je vinger op te steken en er over praten.",,,,,Domain theory,R.,Female,23,None
295,0:51:55,,Wordt lastiger als het één persoon is maar ja.,,,,,Domain theory,R.,Female,23,None
296,0:52:06,"Ja dat is wel echt inderdaad, die anonimiteit die wil je natuurlijk in het begin houden.",,,,,,Domain theory,T.,Female,21,None
297,0:52:11,,Ja tijdens het voor het eerst uiten anoniem en wanneer ze zien dat ze niet de enige zijn..,,,,,Domain theory,R.,Female,23,None
298,0:52:21,Hoe zullen we dat dan vormgeven? Misschien dat je die vraag ergens hebt hangen in de klas en als je dan van die steentjes er in kan leggen en kan kijken waar de meeste stenen van die dag in zitten. Heel primitief.,,,,,,Domain theory,T.,Female,21,None
299,0:52:45,,Maar dat is wel leuk.,,,,,Domain theory,R.,Female,23,None
300,0:52:48,Dat je het echt visueel maakt en fysiek.,,,,,,Domain theory,T.,Female,21,None
301,0:52:51,,"Moet je wel zorgen dat, stel ik wordt heel erg gepest, dan durf ik niet in het openbaar dat steentje erin te leggen.",,,,,Domain theory,R.,Female,23,None
302,0:52:57,Nee dus het moet wel anoniem zijn. Dus hoe maak je het anoniem?,,,,,,Domain theory,T.,Female,21,None
303,0:53:13,"Ik zit dan te denken aan die oefeningen van doe je ogen dicht, steek je hand, doe je ogen weer open en dan al deze mensen hebben dit ook. Dat is het wel een beetje, dus je moet het wel niet zien.",,,,,,Domain theory,T.,Female,21,None
304,0:53:26,,Het onhandige aan die oefening is dat ik altijd ging spieken.,,,,,Domain theory,R.,Female,23,None
305,0:53:31,Oh ja precies,,,,,,Domain theory,T.,Female,21,None
306,0:53:32,,Ik ging altijd kijken hebben andere mensen hun vinger opgestoken? Dus zo'n onzeker kind was ik.,,,,,Domain theory,R.,Female,23,None
307,0:53:34,Dan is misschien de smartphone toch een beter idee. Dat zie je niet.,,,,,,Domain theory,T.,Female,21,None
308,0:53:55,,Welke leeftijd richten we ons eigenlijk op? De gehele basisschool?,,,,,Domain theory,R.,Female,23,None
309,0:54:00,,"Want kinderen in groep acht kunnen best eigen ervaringen uittypen, maar kinderen uit groep één en twee. Oh wacht die hebben uberhaupt geen eigen telefoon. Dan moet je meer iets met steentjes en kleurtjes en dingetjes laten spelen.",,,,,Domain theory,R.,Female,23,None
310,0:54:26,,Pesten echt hele kleine kinderen ook al?,,,,,Domain theory,R.,Female,23,None
311,0:54:29,"Ja, vogens mij wel. Dat zit er al vroeg in.",,,,,,Domain theory,T.,Female,21,None
312,0:54:36,"Of misschien dat je iets kiest vanuit een soort van in je bureau stopt, dat niet iedereen het ziet. Iets wat niet iemand kan zien. En dan dat je aan het eind van de dag gaat kijken.",,,,,,Domain theory,T.,Female,21,None
313,0:55:06,,Het is leuk als het iets is wat in beeld blijft. Zeg maar die weegschaal die is heel tof want dat zie je de hele tijd. En kijk als je zoiets zal doen met een app dan krijg je constant zo'n beeldscherm in de klas waar telkens iets beweegt en dat leidt ook af van de les. En dat wil je ook niet.,,,,,Domain theory,R.,Female,23,None
314,0:55:29,Misschien dat als je het soort van app triggert dat er iets fysieks visueels valt.,,,,,,Domain theory,T.,Female,21,None
315,0:55:41,,"Ja zoiets zit ik ook te denken, dat kan echt prima.",,,,,Domain theory,R.,Female,23,None
316,0:55:48,,"En dan kan de docent ook zeggen dat gaan we nu doen, dat is super grappig want zien we al die balletjes rondvallen, dat is heel fascinerend. Dan is het leuk, wel dat de juf zegt nu mogen jullie dat doen. Nu hebben jullie de code om dat te doen, anders krijg je tijdens de les dat al die balletjes vallen.",,,,,Domain theory,R.,Female,23,None
317,0:56:09,"Ok dus dan hebben we niet dat spel erin verwerkt, maar meer…",,,,,,Domain theory,T.,Female,21,None
318,0:56:18,,"Het wordt wel een soort van spel, wat tenminste ik vind dat soort dingen wel heel leuk. Soort van 'welke kant wint?'.",,,,,Domain theory,R.,Female,23,None
319,0:56:28,Ja maar hoe krijgen we dan dat bekend en begrijpbaar weer terug.,,,,,,Domain theory,T.,Female,21,None
320,0:56:41,Er moet dan wel een soort van reflectiemoment zijn.,,,,,,Domain theory,T.,Female,21,None
321,0:56:43,,"Er zijn sowieso meerdere per kant, dus dat die dan hun ervaringen kunnen delen.",,,,,Domain theory,R.,Female,23,None
322,0:56:50,,"Misschien wel eerst in een groepje met elkaar, de ja's met elkaar en de nee's met elkaar en dat ze dan vervolgens als apart groepje kunnen presenteren wat ze geleerd of hebben.",,,,,Domain theory,R.,Female,23,None
323,0:57:02,,Maar dan spelenderwijs want dit is de volwassen versie.,,,,,Domain theory,R.,Female,23,None
324,0:57:15,"Ja inderdaad dat reflectiemoment, hoe weet je dat voor kinderen leuk te maken.",,,,,,Domain theory,T.,Female,21,None
325,0:57:16,,Hoe reflecteer je?,,,,,Domain theory,R.,Female,23,None
326,0:57:23,"Misschien dat ieder kind zijn eigen kleurtje heeft voor die dag als het ware, en dat je dan soort van ziet waar jouw balletje is maar niemand weet welke kleur van jou is? En dan op het einde je kleur terugpakken en dan een verhaal erbij vertellen. Dan worden er een paar balletjes gepakt. En dan wordt er gevraagd om een verhaal te vertellen.",,,,,,Domain theory,T.,Female,21,None
327,0:57:46,Of zou dat ook weer zo zijn van…,,,,,,Domain theory,T.,Female,21,None
328,0:57:50,,"Ja dat is lastig, want wanneer ga je te ver.",,,,,Domain theory,R.,Female,23,None
329,0:57:55,Ja inderdaad wanneer wordt je te pushy en wanneer komt het uit henzelf.,,,,,,Domain theory,T.,Female,21,None
330,0:57:59,,"Nou misschien dat de docent ze ook vraagt om een argument voor hun keuze te zeggen/in te typen. En dat de docent aan het einde een paar balletjes eruit pakt en hun argument voorleest, maar dan anoniem.",,,,,Domain theory,R.,Female,23,None
331,0:58:16,,Maar dan alsnog weet je niet wie het is.,,,,,Domain theory,R.,Female,23,None
332,0:58:18,"Nee dus dan heb je wel minder aandacht, want je wil wel die empathie en bekendheid.",,,,,,Domain theory,T.,Female,21,None
333,0:58:25,Het moet wel een soort van die bekendheid aan het einde doen.,,,,,,Domain theory,T.,Female,21,None
334,0:58:35,,Maar ik denk dat het al heel erg helpt om die balletjes te zien en dan te zeggen wie heeft welke kant gestemd. Want dan weet je dat je niet alleen bent. Dat dan al dat deel van de klas aan de ene kant kan staan en dat je dan al ziet oh dit heb ik gemeen met hun. Misschien schept dat al iets van een band.,,,,,Domain theory,R.,Female,23,None
335,0:58:58,En dat je dan misschien een kleurtje kan kiezen en dan de leerlingen zelf zo'n balletje kunnen kiezen en dan kunnen vragen om het verhaal hierachter.,,,,,,Domain theory,T.,Female,21,None
336,0:59:10,"Of dat het verhaal er in zit misschien, en dat je dan kan bekijken van wie het is.",,,,,,Domain theory,T.,Female,21,None
337,0:59:20,,Ja misschien wel dat ze …,,,,,Domain theory,R.,Female,23,None
338,0:59:28,,Ja gewoon gaan tekenen inderdaad.,,,,,Domain theory,R.,Female,23,None
339,0:59:33,Dus je hebt een soort van dit [tekent bord] van de vraag van de dag.,,,,,,Domain theory,T.,Female,21,None
340,0:59:44,,"En daar zit dan iets van een balletjesreservoir achter met touwtjes, want je moet wel omhoog omlaag zien. Dat is leuk denk ik.",,,,,Domain theory,R.,Female,23,None
341,0:59:58,,Of voller of leger. Dat is een heel klein detail.,,,,,Domain theory,R.,Female,23,None
342,1:00:20,,[tekent] De … vraag … van … de … dag.,,,,,Domain theory,R.,Female,23,None
343,1:00:30,"En dat je dan de hele dag de tijd hebt om daar over na te denken, en aan het einde van de dag dat te doen.",,,,,,Domain theory,T.,Female,21,None
344,1:00:37,,"En misschien dat de juf dan zegt om de vraag van de dag te beantwoorden, dat ze een uurtje voor de school uit is, halfuurtje misschien dat ze dan de app in kunnen. Want het is niet handig als ze de app al eerder in kunnen.",,,,,Domain theory,R.,Female,23,None
345,1:00:56,,"Omdat het dan misschien in de les gebeurd dat balletjes gaan rollen, dat leidt af. Dat er dan een paar klojo's tussen zitten die steeds met die balletjes gaan spelen. Wat heel leuk is maar niet handig voor de les.",,,,,Domain theory,R.,Female,23,None
346,1:01:14,,Dat ze dan één of andere code krijgen voor hetgeen in de app dat ze dan bij de quiz komen.,,,,,Domain theory,R.,Female,23,None
347,1:01:18,Misschien kun je dan ook vragen of ze een soort van foto maken waarom ze dat als argument geven. Ik weet niet of dat te veel werk voor ze wordt.,,,,,,Domain theory,T.,Female,21,None
348,1:01:28,"Dat ze dus over die de vraag kunnen nadenken, en misschien een foto kunnen maken van hoe zij dat ervaren.",,,,,,Domain theory,T.,Female,21,None
349,1:01:38,,Dat kan niet met alles natuurlijk.,,,,,Domain theory,R.,Female,23,None
350,1:01:41,"Ja dat ook natuurlijk. Ik dacht dan zit er meteen een link aan het indirect meer dat empathie, dat begrijpen.",,,,,,Domain theory,T.,Female,21,None
351,1:01:55,Want nu moeten we nog van dat anonieme naar dat bekendheid maken.,,,,,,Domain theory,T.,Female,21,None
352,1:02:08,"Of misschien dat je dus een kleur krijgt als het ware van jouw balletje en je krijgt een kleur toegewezen van iemand anders, en dan moet je volgen waar die zit",,,,,,Domain theory,T.,Female,21,None
353,1:02:17,,En dan met die persoon even ervaringen uitwisselen?,,,,,Domain theory,R.,Female,23,None
354,1:02:19,Ja.,,,,,,Domain theory,T.,Female,21,None
355,1:02:21,,"En dan wordt je gekoppeld aan wie dan ook elke dag een ander, en dan leer je automatisch iedereen kennen op een gegeven moment. Ja ik vind dat wel nice. Ik had ook zoiets in gedachten.",,,,,Domain theory,R.,Female,23,None
356,1:02:32,,In plaats van dat ik het dan hardop zeg.,,,,,Domain theory,R.,Female,23,None
357,1:02:51,En dan heb je in je app [ tekent] dat je […],,,,,,Domain theory,T.,Female,21,None
358,1:03:13,"En dan noem je dat je naam, of dat is juist een onbekende persoon.",,,,,,Domain theory,T.,Female,21,None
359,1:03:21,,Ja dat je moet uitvinden wie het is.,,,,,Domain theory,R.,Female,23,None
360,1:03:26,Maar hoe zo je daar achter komen?,,,,,,Domain theory,T.,Female,21,None
361,1:03:29,,"Nou ja iedereen pakt zijn eigen balletje er weer uit en dan sta je met dat balletje en dan moet je die zo houden, en dan ziet je partner je. Je bent naar elkaar op zoek dus het zou goed moeten komen. En dan kun je ervaringen delen.",,,,,Domain theory,R.,Female,23,None
362,1:03:51,,Wie weet ontstaan er wel allemaal mooie vriendschappen zo.,,,,,Domain theory,R.,Female,23,None
363,1:03:56,"Ja in ieder geval dat je met iedereen praat over dit soort dingen, iedere dag met een ander, iedere dag met een ander onderwerp. Dat je meer dat begrijpen krijgt.",,,,,,Domain theory,T.,Female,21,None
364,1:04:03,,"Ja en dan is het niet dat meteen en public, maar eerst één op één.",,,,,Domain theory,R.,Female,23,None
365,1:04:08,,"Dat kan heel confronterend zijn als toevallig pester en gepestte bij elkaar komen, maar ook wel heel leerzaam.",,,,,Domain theory,R.,Female,23,None
366,1:04:13,,En dan is de docent die staat er natuurlijk bij om het een beetje te monitoren.,,,,,Domain theory,R.,Female,23,None
367,1:04:21,Het lijkt me dan dat je in dezelfde…,,,,,,Domain theory,T.,Female,21,None
368,1:04:25,,Nee of misschien juist compleet random.,,,,,Domain theory,R.,Female,23,None
369,1:04:27,Ja precies.,,,,,,Domain theory,T.,Female,21,None
370,1:04:29,"En misschien ook wel gelinkt, dus dat jij een vraag met die deelt maar die ander weer met die. Of wel paartjes?",,,,,,Domain theory,T.,Female,21,None
371,1:04:40,,Ik denk dat paartjes handiger is.,,,,,Domain theory,R.,Female,23,None
372,1:04:41,Voor de intimiteit.,,,,,,Domain theory,T.,Female,21,None
373,1:04:43,,"En omdat je het kort wilt houden, want als er een compleet lesprogramma moet aangepast worden daar heeft niemand zin in.",,,,,Domain theory,R.,Female,23,None
374,1:04:53,Dus dat is voor kort.,,,,,,Domain theory,T.,Female,21,None
375,1:05:00,,Dus dan bij deze! Gaan we nu dit [concept template] invullen,,,,,Domain theory,R.,Female,23,None
376,1:05:14,Dus beschrijf hoe je het probleem ziet,,,,,,Domain theory,T.,Female,21,None
377,1:05:16,We zien het probleem als…,,,,,,Domain theory,T.,Female,21,None
378,1:05:20,,"Even kijken, kinderen zijn nog in de ontwikkeling en hebben daardoor een gebrek aan empathie en zelfkennis qua zelfverzekerdheid.",,,,,Domain theory,R.,Female,23,None
379,1:05:54,"En misschien bekendheid, zelfverzekerdheid",,,,,,Domain theory,T.,Female,21,None
380,1:06:02,,En uberhaupt zelfkennis,,,,,Domain theory,R.,Female,23,None
381,1:06:10,Ze zijn nog nieuwsgierig om dingen te ontdekken van andere personen.,,,,,,Domain theory,T.,Female,21,None
